StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Scorer,File_id,Time_day,weather_conditions,intersection_type,Dedicated_turn,Wait_at_intersection,signalized_intersect,opposing_lanes,vehicle_movement,Signal_obscured,signal_state,turn_signal,turn_phase,traffic_obscured,time_of_entering,gap_decision,time_of_exiting,lead_vehicle,crash,comment,incomplete_video,Scorer - Topics
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Initials of Scorer:,File_ID:,Time of day,Weather conditions,"Intersection type If all off the video only shows driver driving straight through intersections, then select the intersection closest to the end of the drive and complete the scoring sheet for it",Dedicated turn lanes at intersection? (for specific turn type),"Wait at intersection, due to queue or signal",Signalized Intersection,Opposing lanes,Vehicle Movement,Signal obscured?,Signal State at time of turn/going through intersection,Turn signal indication,Turn phasing (for direction of turn),Oncoming Traffic Obscured,Time of entering the intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Gap Decision,Time of completing intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Following lead vehicle through intersection,Was there a crash?,CommentsReport questions or anything unusual about the drive/video here,"If the driver waits at an intersection and the video ends, select yes",Scorer - Topics
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2_TEXT""}","{""ImportId"":""QID3_TEXT""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17_TEXT""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19_TEXT""}","{""ImportId"":""QID20""}","{""ImportId"":""QID24""}","{""ImportId"":""QID21_TEXT""}","{""ImportId"":""QID23""}","{""ImportId"":""QID2_TEXT_0f9d2c662cea421a838f1eedTopics""}"
4/4/18 14:05,4/4/18 14:07,0,128.119.202.90,100,148,1,4/4/18 14:07,R_217FEsYvUNoDfMq,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7386734,2,2,2,1,1,2,2,1,1,2,2,1,1,663300,1,665900,1,1,,1,
4/4/18 14:07,4/4/18 14:11,0,128.119.202.90,100,226,1,4/4/18 14:11,R_T1InBhJgjEzqYud,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7447815,2,1,3,1,1,2,2,1,1,2,2,1,1,523300,1,525200,1,1,"I was not able to tell the type of intersection. Selected ""other"".",1,
4/4/18 14:12,4/4/18 14:16,0,128.119.202.90,100,204,1,4/4/18 14:16,R_1Ny3r2hvsBc7yDj,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7659457,1,1,1,,2,2,1,2,1,2,2,3,1,441400,1,447500,1,1,"The video started with the driver waiting at the intersection, so I was not able to tell if this was a dedicated turn lane.",1,
4/4/18 14:16,4/4/18 14:18,0,128.119.202.90,100,144,1,4/4/18 14:18,R_ALnxlUwho4BaQiR,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7799460,2,1,2,1,1,2,2,1,1,2,2,1,1,1528400,1,1529700,1,1,,1,
4/4/18 14:18,4/4/18 14:20,0,128.119.202.90,100,103,1,4/4/18 14:20,R_12ukHhLh9fFlrEd,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7817377,2,1,2,2,1,2,2,3,1,2,2,3,1,298200,1,302400,1,1,,1,
4/4/18 14:20,4/4/18 14:23,0,128.119.202.90,100,178,1,4/4/18 14:23,R_31ZCJuXqVCposMJ,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7822425,2,1,1,1,1,2,2,1,1,2,2,1,1,160900,1,163000,1,1,,1,
4/4/18 14:23,4/4/18 14:26,0,128.119.202.90,100,164,1,4/4/18 14:26,R_AO32jUSLTuMI9BD,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7824697,2,1,2,1,1,2,2,1,1,2,2,1,1,357500,1,359100,1,1,,1,
4/4/18 14:28,4/4/18 14:29,0,128.119.202.90,100,104,1,4/4/18 14:29,R_3DdQqzQQZApeQbY,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7872438,2,1,2,2,2,2,2,2,1,,4,,1,,,,1,1,"The driver waits in the left turn dedicated lane and the video ends.
",2,
4/4/18 14:29,4/4/18 14:31,0,128.119.202.90,100,125,1,4/4/18 14:31,R_2BbNtsPYcwI7EiG,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7878725,2,1,2,1,1,2,2,2,1,3,2,2,1,382200,1,386200,1,1,,1,
4/4/18 14:31,4/4/18 14:35,0,128.119.202.90,100,185,1,4/4/18 14:35,R_emO6u4Bhfq1k87v,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7923134,2,1,2,2,2,2,2,2,1,,,,,,,,,1,"The driver waits in the left turn dedicated lane and the video ends.
",2,
4/4/18 14:35,4/4/18 14:37,0,128.119.202.90,100,145,1,4/4/18 14:37,R_1Oqa6XVtsBah0GD,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7976296,2,1,2,1,1,2,2,1,1,2,2,1,1,632100,1,633900,1,1,,1,
4/4/18 14:37,4/4/18 14:41,0,128.119.202.90,100,202,1,4/4/18 14:41,R_241ve5OhNGie8Ey,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8139883,2,1,2,1,1,2,2,1,1,2,2,1,1,554000,1,557300,1,1,,1,
4/4/18 14:41,4/4/18 14:43,0,128.119.202.90,100,147,1,4/4/18 14:43,R_BYqxUeXoMTLlYxb,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8169256,2,1,2,2,2,2,2,3,1,2,2,3,1,641100,1,645400,1,1,,1,
4/4/18 14:43,4/4/18 14:46,0,128.119.202.90,100,159,1,4/4/18 14:46,R_21iDyjxe9CCcpH6,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8315810,2,2,2,1,1,2,2,1,1,2,2,1,1,309900,2,315600,1,1,,1,
4/4/18 14:46,4/4/18 14:51,0,128.119.202.90,100,274,1,4/4/18 14:51,R_3l4kE1M2V2KnRPb,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8318206,2,1,2,,2,2,2,3,1,2,2,3,1,162000,1,165500,1,1,"The video started when the driver was about to take a right turn, so I was not able to tell if this was a dedicated turn lane.",1,
4/4/18 14:51,4/4/18 14:54,0,128.119.202.90,100,223,1,4/4/18 14:54,R_2aQ4OJzWYNf5xgu,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8457487,2,1,2,,1,2,2,3,1,4,2,2,1,56700,2,73800,1,1,"The video started when the driver was about to take a right turn, so I was not able to tell if this was a dedicated turn lane.
",1,
4/4/18 14:54,4/4/18 14:57,0,128.119.202.90,100,138,1,4/4/18 14:57,R_1P4T2zRA7hpv1wT,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8465422,2,1,2,1,2,2,2,3,1,4,2,2,1,776800,2,780500,1,1,,1,
4/4/18 14:57,4/4/18 15:00,0,128.119.202.90,100,214,1,4/4/18 15:00,R_21ptiGu0qeFOp0f,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8666446,2,2,2,1,2,2,2,2,1,2,2,2,2,83500,1,88600,1,1,,1,
4/4/18 15:00,4/4/18 15:04,0,128.119.202.90,100,195,1,4/4/18 15:04,R_2PBcesroCZ8WoLz,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8709122,2,1,2,1,1,2,2,1,1,2,2,1,1,539600,1,541000,1,1,,1,
4/4/18 15:04,4/4/18 15:06,0,128.119.202.90,100,132,1,4/4/18 15:06,R_u9Wfoi7lwoLATSx,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8743247,2,1,2,1,1,2,2,1,1,2,2,1,1,282400,1,283800,1,1,,1,
4/4/18 15:06,4/4/18 15:08,0,128.119.202.90,100,120,1,4/4/18 15:08,R_2WG1L51nULe6qla,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8744613,2,1,2,1,2,2,2,1,1,,2,,1,,,,,1,The driver waits at the intersection and the video ends.,2,
4/4/18 15:08,4/4/18 15:11,0,128.119.202.90,100,184,1,4/4/18 15:11,R_1rGPG9Kxzf3syMg,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8758862,1,2,3,1,2,2,2,1,1,2,2,1,1,1102300,1,1106000,1,1,,1,
4/5/18 16:40,4/5/18 16:48,0,128.119.202.153,100,464,1,4/5/18 16:48,R_2441KjxuZmNAanT,,,,,42.36720276,-72.51850128,anonymous,EN,TH,45618007,2,2,2,2,1,2,2,2,1,2,2,3,1,413300,1,416900,1,1,"There were two left turns in signalized intersections for this video, I picked the second one. ",1,
4/5/18 16:48,4/5/18 16:53,0,128.119.202.153,100,297,1,4/5/18 16:53,R_2cvFBPRTV2GacRH,,,,,42.36720276,-72.51850128,anonymous,EN,TH,45725761,1,1,2,2,1,2,2,2,1,2,4,3,1,147100,1,150400,1,1,,1,
4/5/18 16:53,4/5/18 16:58,0,128.119.202.153,100,304,1,4/5/18 16:58,R_YSpsjyLc99fdndT,,,,,42.36720276,-72.51850128,anonymous,EN,TH,46028581,2,1,2,1,2,2,2,1,1,2,2,1,1,2650600,1,2654900,1,1,,1,
4/5/18 16:58,4/5/18 17:03,0,128.119.202.153,100,288,1,4/5/18 17:03,R_2ykfZJ5oJICTK1U,,,,,42.36720276,-72.51850128,anonymous,EN,TH,46047004,1,2,1,2,1,2,1,2,1,2,2,3,1,728100,1,731200,1,1,,1,
4/5/18 17:03,4/5/18 17:11,0,128.119.202.153,100,514,1,4/5/18 17:11,R_25TI2y6E7kd9kQE,,,,,42.36720276,-72.51850128,anonymous,EN,TH,46092248,2,2,1,2,1,2,2,3,2,2,2,3,1,423500,1,425700,1,1,"The weather in the video makes it very hard to see the signals at the intersection but because the ""going through"" drivers go through the intersection at the same time as the main driver I am assuming that the signal is circular green. ",1,
4/5/18 17:11,4/5/18 17:18,0,128.119.202.153,100,419,1,4/5/18 17:18,R_2fKkVkf7HsTIJih,,,,,42.36720276,-72.51850128,anonymous,EN,TH,46151190,2,2,2,2,1,2,2,2,1,2,2,3,1,445000,2,458800,1,1,This video should be reviewed since the left turn occurs as soon as the video begins which makes it hard to answer some of the questions.,1,
4/5/18 17:18,4/5/18 17:24,0,128.119.202.153,100,332,1,4/5/18 17:24,R_9GdKdGI5aiOCm9H,,,,,42.36720276,-72.51850128,anonymous,EN,TH,46618536,2,1,2,2,1,2,2,3,1,2,2,3,1,1265100,1,1266500,1,1,The driver almost hits a bicyclist. ,1,
4/5/18 17:24,4/5/18 17:29,0,128.119.202.153,100,319,1,4/5/18 17:29,R_299TbMr012oVVA8,,,,,42.36720276,-72.51850128,anonymous,EN,TH,46749083,2,1,2,2,2,2,2,2,1,2,4,3,1,403200,1,404500,1,1,It should be reviewed whether the left turn at the end of the video is considered complete.,1,
4/5/18 17:29,4/5/18 17:35,0,128.119.202.153,100,350,1,4/5/18 17:35,R_3F5mDIY6S8CG1tB,,,,,42.36720276,-72.51850128,anonymous,EN,TH,47088000,2,1,2,2,2,2,2,1,1,2,2,1,1,892900,1,,1,1,The video ends with the driver in the middle of the intersection. ,1,
4/5/18 17:35,4/5/18 17:43,0,128.119.202.153,100,452,1,4/5/18 17:43,R_TcRmpOgQq3qS94R,,,,,42.36720276,-72.51850128,anonymous,EN,TH,47131916,2,1,3,1,1,2,2,1,1,2,2,1,1,663000,1,666100,1,1,,1,
4/5/18 17:43,4/5/18 17:48,0,128.119.202.153,100,298,1,4/5/18 17:48,R_1LTpECEGdobjKkx,,,,,42.36720276,-72.51850128,anonymous,EN,TH,47497320,2,1,2,2,1,2,2,1,1,2,2,1,1,1049900,1,1052700,1,1,Blurriness is due to the camera. ,1,
4/5/18 17:48,4/5/18 17:54,0,128.119.202.153,100,329,1,4/5/18 17:54,R_1LNhg1ZnL2fSfvR,,,,,42.36720276,-72.51850128,anonymous,EN,TH,47506248,1,2,2,1,2,2,2,2,1,4,3,3,1,53900,1,56200,1,1,,1,
4/5/18 17:54,4/5/18 17:59,0,128.119.202.153,100,315,1,4/5/18 17:59,R_10w5s1PVXkwcNLg,,,,,42.36720276,-72.51850128,anonymous,EN,TH,47556937,1,1,2,2,2,2,2,1,1,2,2,1,1,2310600,1,2314200,1,1,Blurriness is due to the camera.,1,
4/5/18 17:59,4/5/18 18:03,0,128.119.202.153,100,222,1,4/5/18 18:03,R_30xaUFnEMACsc0I,,,,,42.36720276,-72.51850128,anonymous,EN,TH,47587277,2,2,2,2,2,2,2,,1,,,,,,,,,,The video ended with the driver waiting at the intersection. ,2,
4/5/18 18:03,4/5/18 18:09,0,128.119.202.153,100,360,1,4/5/18 18:09,R_3I4NUqaFB8UOaXp,,,,,42.36720276,-72.51850128,anonymous,EN,TH,47600999,2,1,2,2,1,2,2,1,1,3,2,1,1,1067200,1,1072000,1,1,,1,
4/5/18 18:09,4/5/18 18:17,0,128.119.202.153,100,508,1,4/5/18 18:17,R_1d6KiljL66XGKiA,,,,,42.36720276,-72.51850128,anonymous,EN,TH,47997846,2,1,2,2,2,2,2,2,1,2,2,3,1,236100,2,245500,1,1,The diver almost gets hit by another driver in the intersection.,1,
4/5/18 18:19,4/5/18 18:22,0,128.119.202.153,100,197,1,4/5/18 18:22,R_Uruk8l6AbJ1Wxep,,,,,42.36720276,-72.51850128,anonymous,EN,TH,48019261,2,1,2,2,2,2,2,,1,,,,,,,,,,The video ends with the driver waiting at the intersection. ,2,
4/5/18 18:22,4/5/18 18:28,0,128.119.202.153,100,363,1,4/5/18 18:28,R_278v6j2LhgCRxeS,,,,,42.36720276,-72.51850128,anonymous,EN,TH,48143659,2,2,2,2,2,2,2,2,1,2,4,3,1,93300,1,96400,2,1,,1,
4/5/18 18:28,4/5/18 18:34,0,128.119.202.153,100,367,1,4/5/18 18:34,R_1ODCOJK9RDLxVq9,,,,,42.36720276,-72.51850128,anonymous,EN,TH,48165904,1,1,2,2,1,2,2,3,1,2,2,3,1,1038300,1,1039400,1,1,Blurriness is due to the camera. ,1,
4/5/18 18:34,4/5/18 18:41,0,128.119.202.153,100,386,1,4/5/18 18:41,R_3CCJjk8zy1Hn47c,,,,,42.36720276,-72.51850128,anonymous,EN,TH,48185447,2,1,2,2,2,2,2,2,1,2,4,3,1,285900,1,290600,2,1,,1,
4/5/18 18:41,4/5/18 18:46,0,128.119.202.153,100,339,1,4/5/18 18:46,R_3lYwKGcVGwQ2wme,,,,,42.36720276,-72.51850128,anonymous,EN,TH,48190636,1,1,2,2,1,2,2,3,1,3,2,3,1,1838500,1,1840200,1,1,,1,
4/5/18 18:46,4/5/18 18:54,0,128.119.202.153,100,436,1,4/5/18 18:54,R_3n6MIlrw6cLMc4L,,,,,42.36720276,-72.51850128,anonymous,EN,TH,48409141,2,2,2,2,2,2,2,3,1,2,2,3,1,601700,1,602800,1,1,,1,
4/5/18 18:54,4/5/18 19:00,0,128.119.202.153,100,347,1,4/5/18 19:00,R_3ma61hfDajzID7q,,,,,42.36720276,-72.51850128,anonymous,EN,TH,49170795,2,2,2,2,2,2,2,1,1,2,2,1,1,301000,1,304600,1,1,,1,
4/5/18 19:00,4/5/18 19:06,0,128.119.202.153,100,385,1,4/5/18 19:06,R_2Ezwck4ith68C1J,,,,,42.36720276,-72.51850128,anonymous,EN,TH,49549488,2,1,2,2,2,2,2,2,1,2,4,3,1,202500,1,207400,1,1,The main driver does have a crash with another driver at another intersection where the main driver was going through a red light. ,1,
4/5/18 19:06,4/5/18 19:12,0,128.119.202.153,100,363,1,4/5/18 19:12,R_3DkElXRNlRod5IK,,,,,42.36720276,-72.51850128,anonymous,EN,TH,49593887,2,1,2,1,1,2,2,1,1,2,2,1,1,154800,1,157400,1,1,,1,
4/5/18 19:12,4/5/18 19:17,0,128.119.202.153,100,277,1,4/5/18 19:17,R_263yrkC3lcgfIWG,,,,,42.36720276,-72.51850128,anonymous,EN,TH,49667892,2,1,3,2,1,2,2,3,1,2,2,3,1,743900,1,735500,1,1,,1,
4/5/18 19:17,4/5/18 19:23,0,128.119.202.153,100,369,1,4/5/18 19:23,R_2nrI9CAL9QBn5yV,,,,,42.36720276,-72.51850128,anonymous,EN,TH,49710132,1,1,2,2,1,2,2,1,1,2,2,1,1,1342300,1,1343600,1,1,,1,
4/5/18 19:23,4/5/18 19:31,0,128.119.202.153,100,487,1,4/5/18 19:31,R_2dNqOdwQ3GgkUXo,,,,,42.36720276,-72.51850128,anonymous,EN,TH,49741866,2,1,2,2,2,2,2,1,1,2,2,1,1,1533400,1,1537900,1,1,,1,
4/5/18 19:31,4/5/18 19:35,0,128.119.202.153,100,220,1,4/5/18 19:35,R_27Eal2II1HhTfwE,,,,,42.36720276,-72.51850128,anonymous,EN,TH,49752704,2,1,3,1,2,2,1,,1,,,,,,,,,,The video ends with the driver waiting at the intersection. ,2,
4/5/18 19:35,4/5/18 19:39,0,128.119.202.153,100,236,1,4/5/18 19:39,R_3lQdIUTGQBnKZI5,,,,,42.36720276,-72.51850128,anonymous,EN,TH,49813868,2,1,2,2,1,2,2,2,1,2,2,3,1,55200,2,60700,1,1,Almost gets hit by another driver in the intersection. ,1,
4/6/18 12:26,4/6/18 12:31,0,128.119.202.164,100,268,1,4/6/18 12:31,R_28At3rj6Qcu02U9,,,,,42.36720276,-72.51850128,anonymous,EN,TH,49849692,2,1,2,2,2,2,2,2,1,2,4,3,1,364600,2,367300,1,1,,1,
4/6/18 12:31,4/6/18 12:36,0,128.119.202.164,100,338,1,4/6/18 12:36,R_3QS5OMp1WdJrTTw,,,,,42.36720276,-72.51850128,anonymous,EN,TH,50118097,2,1,3,2,2,2,1,2,1,2,2,3,1,1378100,1,1380900,2,1,,1,
4/6/18 12:28,4/6/18 12:37,0,128.119.202.81,100,540,1,4/6/18 12:37,R_2ZNVd1D883Hvi9a,,,,,42.36720276,-72.51850128,anonymous,EN,KP,99772810,2,2,2,1,1,2,2,1,1,2,2,1,1,760300,1,763100,2,1,No turns made.,1,
4/6/18 12:37,4/6/18 12:40,0,128.119.202.81,100,150,1,4/6/18 12:40,R_1cYRsX81XeTAskz,,,,,42.36720276,-72.51850128,anonymous,EN,KP,99857978,2,1,,1,2,2,2,1,1,2,2,1,1,421300,1,427500,1,1,No turns made.,2,
4/6/18 12:36,4/6/18 12:40,0,128.119.202.164,100,216,1,4/6/18 12:40,R_1GBt2yUGSLGskDp,,,,,42.36720276,-72.51850128,anonymous,EN,TH,50125982,2,1,2,2,2,2,2,,1,,,,1,,,,,,The video ends with the driver waiting at the intersection.,2,
4/6/18 12:41,4/6/18 12:43,0,128.119.202.81,100,143,1,4/6/18 12:43,R_3kNRqrAFDyC554E,,,,,42.36720276,-72.51850128,anonymous,EN,KP,100031993,2,2,2,1,1,2,2,1,1,2,2,1,1,253400,1,254800,1,1,No turns made. Video footage was blurry (probably because of the rain).,1,
4/6/18 12:40,4/6/18 12:45,0,128.119.202.164,100,284,1,4/6/18 12:45,R_D0NWbznlBlFg9gJ,,,,,42.36720276,-72.51850128,anonymous,EN,TH,50260877,1,1,2,2,1,2,2,2,1,2,2,3,1,637500,1,640800,1,1,Car's lights on = night,1,
4/6/18 12:43,4/6/18 12:46,0,128.119.202.81,100,132,1,4/6/18 12:46,R_1n12A9MftZ6t2yB,,,,,42.36720276,-72.51850128,anonymous,EN,KP,100063520,2,1,2,1,1,2,2,1,1,2,2,1,1,245900,1,247900,1,1,No turns made.,2,
4/6/18 12:46,4/6/18 12:49,0,128.119.202.81,100,218,1,4/6/18 12:49,R_1M50ur47GfHtJAo,,,,,42.36720276,-72.51850128,anonymous,EN,KP,100240212,2,1,2,1,2,1,2,3,1,4,2,2,1,2120500,2,2122700,1,1,No left turns made. ,1,
4/6/18 12:45,4/6/18 12:50,0,128.119.202.164,100,299,1,4/6/18 12:50,R_qUUD6trDWfK1ywx,,,,,42.36720276,-72.51850128,anonymous,EN,TH,50399637,2,1,3,1,1,2,1,1,1,3,2,1,1,254900,1,256900,1,1,Blurriness is due to the camera.,1,
4/6/18 12:49,4/6/18 12:51,0,128.119.202.81,100,114,1,4/6/18 12:51,R_cJbRIv89oGJBYY1,,,,,42.36720276,-72.51850128,anonymous,EN,KP,100489346,,,,,,,,,,,,,,,,,,,Footage is not usable. ,,
4/6/18 12:52,4/6/18 12:55,0,128.119.202.81,100,134,1,4/6/18 12:55,R_2OHiW4Vmy3R0JjX,,,,,42.36720276,-72.51850128,anonymous,EN,KP,100557661,2,1,3,1,1,2,2,1,1,2,2,1,1,1498600,1,1500100,1,1,No turns made.,1,
4/6/18 12:50,4/6/18 12:55,0,128.119.202.164,100,317,1,4/6/18 12:55,R_1HZpevgvTwrBfTb,,,,,42.36720276,-72.51850128,anonymous,EN,TH,50412975,2,2,2,2,1,2,2,1,1,3,2,1,1,1165100,1,1167300,1,1,,1,
4/6/18 12:55,4/6/18 12:57,0,128.119.202.81,100,114,1,4/6/18 12:57,R_z0R0rWIER0ipgDn,,,,,42.36720276,-72.51850128,anonymous,EN,KP,101174352,2,1,2,2,1,2,2,2,1,2,4,3,1,183600,1,186800,1,1,,1,
4/6/18 12:57,4/6/18 12:59,0,128.119.202.81,100,131,1,4/6/18 12:59,R_2QYAANtevrOXiIL,,,,,42.36720276,-72.51850128,anonymous,EN,KP,101467026,2,1,1,2,1,1,2,3,1,1,1,2,1,367900,1,369500,1,1,No left turns made. ,1,
4/6/18 12:55,4/6/18 13:01,0,128.119.202.164,100,318,1,4/6/18 13:01,R_bI9zxMJIqhoVnc5,,,,,42.36720276,-72.51850128,anonymous,EN,TH,50520621,2,1,3,1,1,2,2,1,2,4,2,1,1,34700,2,55900,1,1,The driver stops in the intersection after almost hitting another driver in the intersection. Then continues through. ,1,
4/6/18 13:01,4/6/18 13:06,0,128.119.202.164,100,318,1,4/6/18 13:06,R_3QXX6GLvBqHerWs,,,,,42.36720276,-72.51850128,anonymous,EN,TH,50727014,2,1,2,2,2,2,2,2,1,2,4,3,1,91400,1,96400,1,1,Blurriness is due to the camera. ,1,
4/6/18 13:06,4/6/18 13:11,0,128.119.202.164,100,306,1,4/6/18 13:11,R_5vb2Wljejr7m9FL,,,,,42.36720276,-72.51850128,anonymous,EN,TH,50770383,2,1,2,2,2,2,2,2,1,2,2,3,1,506200,2,5122200,1,1,Blurriness is due to the camera. ,1,
4/6/18 13:11,4/6/18 13:17,0,128.119.202.164,100,371,1,4/6/18 13:17,R_2WBknVEOJXKVKBG,,,,,42.36720276,-72.51850128,anonymous,EN,TH,50870081,2,1,2,2,2,2,2,,1,,,,1,,,,,,"The distance from where the driver stops to the last intersection makes it hard to distinguish what the type of intersection it is. 
The video ends with the driver waiting at the intersection. ",2,
4/6/18 13:17,4/6/18 13:26,0,128.119.202.164,100,535,1,4/6/18 13:26,R_3GiCHitfbacDEdT,,,,,42.36720276,-72.51850128,anonymous,EN,TH,50944769,2,1,1,2,2,2,1,3,1,4,2,2,1,199700,1,202400,1,1,,1,
4/6/18 13:26,4/6/18 13:32,0,128.119.202.164,100,362,1,4/6/18 13:32,R_1mw7tAmjQs6FQew,,,,,42.36720276,-72.51850128,anonymous,EN,TH,51117906,1,2,2,2,2,2,2,2,1,2,2,3,1,187700,1,194200,1,1,,1,
4/6/18 13:34,4/6/18 13:37,0,128.119.202.21,100,135,1,4/6/18 13:37,R_6mL4aVg8Va4CD2V,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8761936,2,1,2,1,1,2,2,1,1,2,2,1,1,1946300,1,1947900,1,1,,1,
4/6/18 13:33,4/6/18 13:39,0,128.119.202.164,100,403,1,4/6/18 13:39,R_1GQFRTVFY1g57n2,,,,,42.36720276,-72.51850128,anonymous,EN,TH,51228648,2,2,2,2,2,2,2,3,1,4,2,2,1,346500,1,352100,1,1,"Since the video starts with the car at the intersection, it is hard to tell whether the intersection has designated turn lanes.",1,
4/6/18 13:37,4/6/18 13:40,0,128.119.202.21,100,207,1,4/6/18 13:40,R_8v7smASiPp61fd7,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8871974,1,2,,,2,2,2,3,1,2,2,3,1,456900,1,462300,1,1,"Weather condition is bad, so the video is not so clear.
Could not tell the type of intersection or if there was a dedicated turn lane.",1,
4/6/18 13:40,4/6/18 13:43,0,128.119.202.21,100,190,1,4/6/18 13:43,R_2OON6dM76OO3iYD,,,,,42.36720276,-72.51850128,anonymous,EN,AT,8896687,2,1,2,2,2,2,2,2,1,3,2,2,1,104700,2,113000,1,1,,1,
4/6/18 13:39,4/6/18 13:43,0,128.119.202.164,100,251,1,4/6/18 13:43,R_1ImfuKAuG9gqEcP,,,,,42.36720276,-72.51850128,anonymous,EN,TH,51362994,1,2,2,2,2,2,2,,1,,,,1,,,,,,The video ends with the driver waiting at the intersection. ,2,
4/6/18 13:43,4/6/18 13:47,0,128.119.202.21,100,204,1,4/6/18 13:47,R_8eJD36QZF0qw9bP,,,,,42.36720276,-72.51850128,anonymous,EN,AT,9026167,1,1,,2,1,2,2,3,1,2,2,3,1,1549700,1,1556900,1,1,Could not tell the type of intersection. It's either T or 4 way.,1,
4/6/18 13:44,4/6/18 13:48,0,128.119.202.164,100,282,1,4/6/18 13:48,R_25sIVCJBmhSmfKO,,,,,42.36720276,-72.51850128,anonymous,EN,TH,51365831,2,1,3,2,2,2,1,2,1,2,2,3,1,431000,1,434600,1,1,,1,
4/6/18 13:47,4/6/18 13:51,0,128.119.202.21,100,251,1,4/6/18 13:51,R_29iVrRancYIXeXj,,,,,42.36720276,-72.51850128,anonymous,EN,AT,9229239,2,1,2,1,1,2,2,1,1,2,2,1,1,190300,2,192400,1,1,"The driver made a left turn at non signalized intersection, but with the stop sign. However, scored the through movement at the signalized intersection.",1,
4/6/18 13:48,4/6/18 13:52,0,128.119.202.164,100,208,1,4/6/18 13:52,R_2tFFBbCukS70OHf,,,,,42.36720276,-72.51850128,anonymous,EN,TH,51409839,2,1,2,2,1,2,2,1,1,2,2,1,1,62000,1,64800,1,1,,1,
4/6/18 13:51,4/6/18 13:53,0,128.119.202.21,100,104,1,4/6/18 13:53,R_2uTZFxTsRfLy7jj,,,,,42.36720276,-72.51850128,anonymous,EN,AT,9285439,1,1,2,1,2,2,2,1,1,2,2,1,1,47400,1,49700,1,1,,1,
4/6/18 13:53,4/6/18 13:56,0,128.119.202.21,100,192,1,4/6/18 13:56,R_2EtyH3hPypWXM30,,,,,42.36720276,-72.51850128,anonymous,EN,AT,9286376,2,1,2,2,1,2,2,3,1,2,2,3,1,1418200,1,1422000,2,1,,1,
4/6/18 13:52,4/6/18 13:59,0,128.119.202.164,100,426,1,4/6/18 13:59,R_1AigmuU7RTgp8Od,,,,,42.36720276,-72.51850128,anonymous,EN,TH,51492345,2,1,2,2,1,2,2,1,1,2,2,1,1,475400,1,476700,1,1,Blurriness is due to the camera. ,1,
